age,education,marital,country
29, HS-grad, Married-civ-spouse, Columbia
25, HS-grad, Separated, United-States
36, HS-grad, Married-spouse-absent, United-States
36, Doctorate, Never-married, United-States
21, HS-grad, Never-married, United-States
18, Some-college, Never-married, United-States
30, Assoc-voc, Never-married, United-States
44, Some-college, Never-married, United-States
40, Some-college, Married-civ-spouse, United-States
43, HS-grad, Married-civ-spouse, United-States
45, Bachelors, Married-civ-spouse, United-States
29, Some-college, Married-spouse-absent, India
40, Some-college, Married-civ-spouse, United-States
43, Some-college, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
32, Bachelors, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
21, HS-grad, Never-married, United-States
23, Assoc-voc, Married-civ-spouse, United-States
24, 11th, Never-married, United-States
52, Assoc-voc, Divorced, United-States
51, Some-college, Divorced, United-States
19, Some-college, Never-married, United-States
54, Some-college, Married-civ-spouse, United-States
50, HS-grad, Divorced, United-States
29, Some-college, Divorced, United-States
17, 10th, Never-married, United-States
47, HS-grad, Divorced, Puerto-Rico
46, Bachelors, Divorced, United-States
30, Some-college, Married-civ-spouse, United-States
58, Some-college, Married-civ-spouse, United-States
48, Bachelors, Divorced, United-States
23, Some-college, Never-married, Mexico
23, Assoc-voc, Never-married, United-States
45, HS-grad, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
26, 7th-8th, Never-married, United-States
50, Bachelors, Never-married, United-States
49, HS-grad, Married-civ-spouse, United-States
26, Some-college, Never-married, Nicaragua
47, Prof-school, Divorced, United-States
31, 12th, Never-married, United-States
19, Some-college, Never-married, United-States
23, 10th, Married-civ-spouse,
35, HS-grad, Married-civ-spouse, United-States
46, Some-college, Married-civ-spouse, United-States
28, 11th, Never-married, United-States
58, Some-college, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
50, 10th, Divorced, United-States
30, 9th, Never-married, United-States
31, Bachelors, Never-married, United-States
31, Bachelors, Married-civ-spouse, United-States
35, HS-grad, Married-civ-spouse, United-States
33, Doctorate, Married-civ-spouse, United-States
34, Masters, Married-civ-spouse, United-States
67, Prof-school, Married-civ-spouse, United-States
37, HS-grad, Married-civ-spouse, United-States
48, Masters, Married-civ-spouse, United-States
34, Bachelors, Never-married, Cambodia
24, Some-college, Never-married, United-States
55, HS-grad, Divorced, France
50, HS-grad, Married-civ-spouse, United-States
40, Bachelors, Married-civ-spouse, United-States
33, Bachelors, Never-married, United-States
51, Some-college, Married-civ-spouse, United-States
30, Some-college, Never-married, United-States
41, HS-grad, Married-civ-spouse, United-States
47, Assoc-voc, Married-civ-spouse, United-States
27, 7th-8th, Never-married,
37, Bachelors, Separated, United-States
40, Assoc-voc, Married-civ-spouse, United-States
36, HS-grad, Married-civ-spouse, United-States
37, HS-grad, Married-civ-spouse, United-States
38, Prof-school, Separated, United-States
40, Some-college, Married-civ-spouse, United-States
35, Bachelors, Divorced, United-States
47, HS-grad, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
33, Masters, Married-civ-spouse, United-States
45, Some-college, Divorced, United-States
66, Some-college, Married-civ-spouse, United-States
35, HS-grad, Never-married, Germany
32, 11th, Married-civ-spouse, United-States
23, Some-college, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
44, Some-college, Married-civ-spouse, United-States
20, HS-grad, Never-married, United-States
44, Bachelors, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
48, HS-grad, Divorced, United-States
45, Some-college, Married-civ-spouse, United-States
40, 7th-8th, Married-civ-spouse, Cambodia
34, HS-grad, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
33, Some-college, Separated, United-States
30, HS-grad, Married-civ-spouse, United-States
23, Some-college, Never-married, Cuba
34, 10th, Divorced, United-States
48, Some-college, Married-civ-spouse, United-States
32, 11th, Divorced, United-States
42, Some-college, Married-civ-spouse, United-States
22, HS-grad, Never-married, United-States
60, HS-grad, Married-civ-spouse, United-States
42, Bachelors, Married-civ-spouse, United-States
45, Bachelors, Separated, United-States
47, HS-grad, Divorced, United-States
29, Masters, Married-civ-spouse, United-States
34, Bachelors, Never-married, United-States
34, Bachelors, Divorced, United-States
39, HS-grad, Married-civ-spouse, United-States
29, Some-college, Divorced, United-States
42, Some-college, Never-married, United-States
48, 11th, Separated, United-States
53, Bachelors, Married-civ-spouse, United-States
51, Some-college, Widowed, United-States
44, Bachelors, Married-civ-spouse, United-States
46, Assoc-voc, Married-civ-spouse, United-States
51, Doctorate, Divorced, United-States
32, Some-college, Never-married, United-States
22, HS-grad, Never-married, United-States
24, Some-college, Never-married, United-States
33, Assoc-voc, Never-married, United-States
47, HS-grad, Married-AF-spouse, United-States
64, Masters, Divorced, United-States
62, Bachelors, Married-civ-spouse, United-States
52, HS-grad, Married-civ-spouse, United-States
39, HS-grad, Never-married, Poland
42, HS-grad, Married-civ-spouse, United-States
38, Bachelors, Married-civ-spouse, United-States
55, 7th-8th, Married-civ-spouse, United-States
29, HS-grad, Married-civ-spouse, United-States
42, Assoc-acdm, Divorced, United-States
30, Assoc-acdm, Married-civ-spouse, Thailand
32, 9th, Married-civ-spouse, United-States
36, HS-grad, Married-civ-spouse, United-States
50, 11th, Never-married, United-States
27, HS-grad, Never-married, Philippines
47, HS-grad, Married-civ-spouse, United-States
33, 9th, Divorced, United-States
48, Some-college, Never-married, United-States
23, 7th-8th, Never-married, United-States
31, Bachelors, Married-civ-spouse, United-States
26, Some-college, Married-civ-spouse, United-States
61, HS-grad, Married-civ-spouse, South
50, Bachelors, Divorced, United-States
49, Assoc-voc, Married-civ-spouse, Germany
57, 5th-6th, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
18, 11th, Never-married, United-States
44, Assoc-acdm, Married-civ-spouse, United-States
54, Assoc-voc, Married-civ-spouse, United-States
35, HS-grad, Married-civ-spouse, United-States
27, Masters, Never-married, China
50, HS-grad, Married-civ-spouse, United-States
43, HS-grad, Married-civ-spouse, United-States
28, Some-college, Divorced, United-States
47, HS-grad, Married-civ-spouse, United-States
21, Preschool, Never-married, Mexico
30, Prof-school, Never-married, United-States
19, HS-grad, Never-married, United-States
40, Some-college, Married-civ-spouse, United-States
55, Masters, Married-civ-spouse, United-States
67, HS-grad, Divorced, United-States
31, Assoc-voc, Divorced, United-States
30, Assoc-voc, Divorced, United-States
54, Preschool, Married-civ-spouse, Mexico
51, Bachelors, Never-married, United-States
34, HS-grad, Divorced, United-States
59, Masters, Married-civ-spouse, United-States
50, HS-grad, Divorced, United-States
29, HS-grad, Divorced, United-States
17, 10th, Never-married, United-States
24, HS-grad, Never-married, United-States
52, Preschool, Married-spouse-absent, Mexico
39, Masters, Married-civ-spouse, United-States
18, 12th, Never-married, United-States
32, Some-college, Divorced, Nicaragua
25, Some-college, Divorced, United-States
34, HS-grad, Never-married, United-States
44, HS-grad, Married-civ-spouse, United-States
37, Some-college, Divorced, United-States
39, Masters, Married-civ-spouse, United-States
32, Prof-school, Married-civ-spouse, United-States
23, Some-college, Never-married, United-States
45, Some-college, Divorced, United-States
30, 11th, Divorced, United-States
20, 12th, Divorced, United-States
41, HS-grad, Married-civ-spouse, Peru
21, HS-grad, Never-married, United-States
48, 7th-8th, Married-civ-spouse, China
31, HS-grad, Married-civ-spouse, United-States
34, Assoc-voc, Never-married, United-States
25, HS-grad, Separated, United-States
41, Bachelors, Separated, United-States
35, Prof-school, Married-civ-spouse, United-States
42, Bachelors, Divorced, United-States
34, HS-grad, Married-civ-spouse, Mexico
44, 10th, Married-civ-spouse, United-States
32, Bachelors, Married-civ-spouse, United-States
25, Some-college, Never-married, United-States
23, 11th, Married-civ-spouse, United-States
36, Prof-school, Never-married, India
53, Bachelors, Never-married, United-States
27, Doctorate, Never-married, United-States
27, Bachelors, Never-married, United-States
57, HS-grad, Never-married, United-States
17, 11th, Never-married, United-States
59, HS-grad, Divorced, United-States
34, HS-grad, Never-married, United-States
30, 10th, Married-civ-spouse, United-States
31, Assoc-acdm, Never-married, United-States
18, 11th, Never-married, United-States
23, Some-college, Never-married, United-States
19, HS-grad, Never-married, United-States
20, Assoc-voc, Never-married, United-States
52, HS-grad, Divorced, United-States
39, Bachelors, Married-civ-spouse, United-States
27, HS-grad, Separated, United-States
19, Some-college, Never-married, United-States
38, Bachelors, Married-civ-spouse, United-States
19, HS-grad, Never-married, United-States
34, Bachelors, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse,
23, HS-grad, Married-civ-spouse, United-States
24, Assoc-acdm, Never-married, United-States
24, Bachelors, Never-married, United-States
22, 10th, Never-married, United-States
45, Prof-school, Married-civ-spouse, United-States
45, HS-grad, Married-civ-spouse, United-States
48, Bachelors, Married-civ-spouse, Japan
42, Bachelors, Married-civ-spouse, United-States
35, Some-college, Married-civ-spouse, United-States
32, HS-grad, Divorced, United-States
51, HS-grad, Married-civ-spouse, United-States
59, Some-college, Married-civ-spouse, United-States
31, HS-grad, Never-married, United-States
27, Bachelors, Never-married, United-States
29, Bachelors, Married-civ-spouse,
57, Assoc-acdm, Widowed, United-States
40, HS-grad, Never-married, United-States
31, HS-grad, Divorced, United-States
23, 7th-8th, Never-married, United-States
42, HS-grad, Separated, Scotland
60, HS-grad, Married-civ-spouse, United-States
53, Masters, Never-married, United-States
20, Some-college, Never-married, United-States
27, HS-grad, Never-married, United-States
31, HS-grad, Married-civ-spouse, United-States
29, Bachelors, Never-married, United-States
22, Bachelors, Never-married, United-States
42, Bachelors, Never-married, United-States
63, Prof-school, Married-civ-spouse, United-States
28, HS-grad, Married-civ-spouse, United-States
79, Some-college, Married-civ-spouse, United-States
39, HS-grad, Married-civ-spouse, United-States
29, 12th, Never-married, United-States
60, 7th-8th, Divorced, United-States
58, 12th, Married-civ-spouse, United-States
20, Assoc-acdm, Never-married, United-States
44, HS-grad, Married-civ-spouse, United-States
47, HS-grad, Married-civ-spouse, United-States
59, HS-grad, Married-civ-spouse, United-States
37, Masters, Divorced, United-States
21, HS-grad, Separated, United-States
68, Assoc-voc, Widowed, United-States
43, Some-college, Married-civ-spouse, United-States
23, Some-college, Never-married, United-States
23, HS-grad, Never-married, United-States
40, Masters, Never-married, United-States
45, Some-college, Never-married, United-States
34, Assoc-voc, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
38, Bachelors, Married-civ-spouse, United-States
24, Some-college, Never-married, United-States
23, HS-grad, Married-civ-spouse, United-States
39, Some-college, Married-civ-spouse, United-States
26, Some-college, Never-married, United-States
24, HS-grad, Never-married, United-States
22, Some-college, Never-married, United-States
36, Bachelors, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
18, 11th, Never-married, United-States
38, Bachelors, Married-civ-spouse, United-States
43, Bachelors, Divorced, United-States
56, HS-grad, Divorced,
42, Masters, Married-civ-spouse, United-States
35, Bachelors, Married-civ-spouse, United-States
31, Some-college, Divorced, United-States
73, 1st-4th, Married-civ-spouse, United-States
32, Some-college, Divorced, United-States
37, Masters, Married-civ-spouse, United-States
66, HS-grad, Married-civ-spouse, United-States
22, HS-grad, Never-married, United-States
51, Assoc-voc, Married-civ-spouse, United-States
31, HS-grad, Never-married, United-States
65, HS-grad, Divorced, Canada
39, HS-grad, Married-civ-spouse, United-States
48, Some-college, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
28, Assoc-acdm, Never-married, United-States
48, Bachelors, Married-civ-spouse, United-States
29, Prof-school, Married-civ-spouse, United-States
36, Doctorate, Never-married,
35, Bachelors, Married-civ-spouse, United-States
31, Some-college, Married-civ-spouse, United-States
48, HS-grad, Married-civ-spouse, United-States
36, Assoc-voc, Never-married, United-States
40, HS-grad, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
26, Bachelors, Never-married, United-States
37, HS-grad, Never-married, United-States
65, Doctorate, Married-civ-spouse, United-States
26, 10th, Never-married, United-States
42, Some-college, Married-civ-spouse, United-States
47, Masters, Married-civ-spouse, Japan
62, 7th-8th, Divorced, United-States
27, Assoc-voc, Never-married, United-States
76, Some-college, Widowed, United-States
20, Some-college, Never-married, United-States
29, Bachelors, Never-married, United-States
29, 12th, Married-civ-spouse, United-States
32, 10th, Never-married, Mexico
22, Some-college, Married-civ-spouse, United-States
30, HS-grad, Never-married, United-States
43, Some-college, Divorced, United-States
23, Bachelors, Married-civ-spouse, United-States
44, Prof-school, Married-civ-spouse, United-States
41, Bachelors, Divorced, United-States
49, Masters, Divorced, United-States
30, HS-grad, Never-married, United-States
23, Some-college, Never-married, United-States
39, HS-grad, Widowed, United-States
32, Bachelors, Married-civ-spouse, United-States
50, Some-college, Married-civ-spouse, United-States
19, Some-college, Never-married, Puerto-Rico
35, Bachelors, Married-civ-spouse, United-States
23, HS-grad, Never-married, United-States
25, Some-college, Never-married, United-States
40, HS-grad, Divorced, United-States
30, Bachelors, Married-civ-spouse, United-States
52, Some-college, Married-civ-spouse, United-States
49, Some-college, Married-civ-spouse, United-States
24, Bachelors, Never-married, United-States
46, Bachelors, Married-civ-spouse, United-States
39, Bachelors, Married-civ-spouse, United-States
45, Bachelors, Married-civ-spouse, United-States
62, Bachelors, Married-civ-spouse, United-States
43, Bachelors, Married-civ-spouse, United-States
45, Some-college, Divorced, United-States
62, HS-grad, Married-civ-spouse, United-States
48, 5th-6th, Never-married, Mexico
56, HS-grad, Divorced, Jamaica
28, HS-grad, Never-married, United-States
23, HS-grad, Never-married, United-States
43, HS-grad, Divorced, United-States
26, Bachelors, Married-civ-spouse, United-States
36, HS-grad, Married-civ-spouse, United-States
55, Doctorate, Never-married, United-States
48, Bachelors, Never-married, United-States
43, 5th-6th, Married-civ-spouse,
38, Assoc-voc, Married-civ-spouse, United-States
18, HS-grad, Never-married, United-States
56, HS-grad, Married-spouse-absent, United-States
39, Masters, Never-married, United-States
46, 5th-6th, Separated, Mexico
36, 11th, Never-married, United-States
42, HS-grad, Married-civ-spouse, United-States
50, HS-grad, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
57, 7th-8th, Widowed, United-States
73, HS-grad, Widowed, United-States
50, Some-college, Never-married, United-States
35, Some-college, Never-married, United-States
27, Some-college, Married-civ-spouse, United-States
24, Some-college, Never-married, United-States
27, Some-college, Never-married, United-States
23, HS-grad, Never-married, United-States
25, HS-grad, Never-married, United-States
51, Bachelors, Married-civ-spouse, United-States
26, 10th, Married-civ-spouse, United-States
47, Some-college, Married-civ-spouse, Mexico
40, HS-grad, Divorced, United-States
58, 9th, Divorced, United-States
25, Some-college, Never-married, United-States
29, HS-grad, Married-civ-spouse, United-States
36, 11th, Married-civ-spouse, United-States
46, HS-grad, Divorced, United-States
69, 1st-4th, Widowed, United-States
69, HS-grad, Widowed, United-States
28, HS-grad, Never-married, United-States
20, HS-grad, Never-married, United-States
54, HS-grad, Separated, United-States
25, Some-college, Never-married, United-States
64, HS-grad, Married-civ-spouse, United-States
17, HS-grad, Never-married, United-States
53, HS-grad, Married-civ-spouse, United-States
50, 9th, Divorced, United-States
57, HS-grad, Married-civ-spouse, United-States
51, Some-college, Married-civ-spouse, United-States
20, Some-college, Never-married, United-States
47, Some-college, Married-civ-spouse, United-States
25, HS-grad, Never-married, United-States
50, Prof-school, Married-civ-spouse, United-States
20, HS-grad, Never-married, United-States
43, Prof-school, Married-civ-spouse, United-States
46, Bachelors, Never-married, United-States
54, HS-grad, Separated, Puerto-Rico
53, Some-college, Separated, United-States
21, HS-grad, Never-married, United-States
58, Some-college, Divorced, United-States
30, Bachelors, Married-civ-spouse, United-States
61, HS-grad, Married-civ-spouse, United-States
56, Some-college, Divorced, United-States
59, HS-grad, Divorced, United-States
72, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Never-married, United-States
46, HS-grad, Married-civ-spouse, United-States
46, Some-college, Married-civ-spouse, United-States
48, HS-grad, Never-married, United-States
33, HS-grad, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
27, HS-grad, Divorced, United-States
31, HS-grad, Divorced, United-States
28, Bachelors, Never-married, United-States
45, Some-college, Divorced, United-States
51, HS-grad, Married-civ-spouse, United-States
46, HS-grad, Never-married, United-States
25, Some-college, Married-civ-spouse, El-Salvador
61, Some-college, Married-civ-spouse, United-States
17, 11th, Never-married, United-States
26, Bachelors, Never-married, United-States
35, 10th, Divorced, United-States
33, 11th, Married-civ-spouse, United-States
37, 12th, Married-civ-spouse,
39, HS-grad, Never-married, United-States
42, HS-grad, Divorced, United-States
35, Bachelors, Married-civ-spouse, United-States
45, HS-grad, Divorced, United-States
47, Bachelors, Never-married, United-States
64, 11th, Married-civ-spouse, United-States
39, Prof-school, Married-civ-spouse, United-States
43, HS-grad, Divorced, United-States
34, HS-grad, Married-civ-spouse,
62, Bachelors, Married-civ-spouse, United-States
53, Some-college, Married-civ-spouse, United-States
31, Bachelors, Married-civ-spouse, United-States
26, HS-grad, Married-civ-spouse, United-States
56, 7th-8th, Married-civ-spouse, United-States
43, Some-college, Never-married, United-States
33, Some-college, Never-married, United-States
45, Some-college, Married-civ-spouse, United-States
46, Some-college, Separated, United-States
26, Assoc-voc, Married-civ-spouse, United-States
24, HS-grad, Never-married, Mexico
43, Bachelors, Married-civ-spouse, United-States
40, Assoc-voc, Never-married, United-States
61, 7th-8th, Divorced, United-States
34, Some-college, Never-married, United-States
85, HS-grad, Widowed, United-States
41, HS-grad, Never-married, United-States
31, Assoc-acdm, Never-married, United-States
22, Some-college, Never-married, United-States
60, HS-grad, Widowed, United-States
29, Assoc-acdm, Divorced, United-States
34, HS-grad, Married-civ-spouse, United-States
35, Bachelors, Never-married, United-States
24, HS-grad, Never-married, United-States
45, Masters, Divorced, United-States
21, 12th, Never-married, United-States
30, Assoc-acdm, Married-civ-spouse, United-States
50, Some-college, Married-civ-spouse, United-States
41, HS-grad, Married-civ-spouse, United-States
21, HS-grad, Never-married, United-States
45, HS-grad, Married-civ-spouse, United-States
34, Bachelors, Married-civ-spouse, United-States
28, HS-grad, Divorced, United-States
19, HS-grad, Never-married, United-States
26, Bachelors, Never-married, United-States
48, Bachelors, Married-civ-spouse, United-States
69, Bachelors, Widowed, United-States
41, Some-college, Divorced, United-States
43, Bachelors, Divorced, United-States
28, HS-grad, Never-married, Mexico
65, Some-college, Divorced, United-States
31, Bachelors, Never-married, United-States
28, Bachelors, Never-married, United-States
51, Bachelors, Married-civ-spouse, United-States
45, Some-college, Never-married, United-States
43, HS-grad, Divorced, United-States
31, Assoc-acdm, Married-civ-spouse, United-States
31, Some-college, Married-civ-spouse, United-States
45, Some-college, Married-civ-spouse, Philippines
20, Bachelors, Never-married, United-States
25, Bachelors, Never-married, United-States
36, HS-grad, Widowed, United-States
31, Bachelors, Never-married, United-States
56, Some-college, Married-civ-spouse, United-States
26, Bachelors, Never-married, United-States
47, Some-college, Divorced, United-States
40, HS-grad, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, United-States
34, Masters, Never-married, United-States
37, HS-grad, Married-civ-spouse, United-States
38, HS-grad, Married-civ-spouse, United-States
19, Assoc-voc, Never-married, United-States
49, 9th, Divorced, United-States
18, HS-grad, Never-married, United-States
26, Assoc-acdm, Never-married, United-States
82, 7th-8th, Married-civ-spouse, United-States
40, HS-grad, Divorced, United-States
28, Some-college, Never-married, United-States
23, HS-grad, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
67, HS-grad, Widowed, United-States
43, Bachelors, Married-civ-spouse, United-States
41, Assoc-acdm, Never-married, United-States
37, Assoc-voc, Divorced, United-States
20, HS-grad, Never-married, United-States
40, HS-grad, Divorced, United-States
47, Masters, Separated, United-States
40, HS-grad, Married-civ-spouse, United-States
39, Bachelors, Never-married, United-States
24, Some-college, Never-married, United-States
78, HS-grad, Married-civ-spouse, United-States
67, Assoc-voc, Widowed, United-States
49, Bachelors, Married-civ-spouse, United-States
66, HS-grad, Divorced, United-States
52, HS-grad, Never-married, United-States
59, HS-grad, Divorced, United-States
72, HS-grad, Widowed, Cuba
35, HS-grad, Never-married, United-States
30, Bachelors, Married-AF-spouse, United-States
36, Some-college, Never-married, United-States
26, HS-grad, Separated, United-States
23, Bachelors, Never-married, United-States
39, Bachelors, Married-civ-spouse, United-States
40, Prof-school, Married-civ-spouse, United-States
29, Bachelors, Never-married, United-States
38, Bachelors, Never-married, United-States
63, Bachelors, Never-married, United-States
58, HS-grad, Married-civ-spouse, United-States
30, HS-grad, Divorced, United-States
38, HS-grad, Never-married, United-States
25, 5th-6th, Never-married, Mexico
44, Masters, Married-civ-spouse, United-States
43, Assoc-voc, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
41, Assoc-acdm, Never-married, United-States
38, Bachelors, Married-civ-spouse, United-States
75, Bachelors, Married-civ-spouse, United-States
29, Some-college, Married-civ-spouse, United-States
52, HS-grad, Married-civ-spouse, United-States
47, HS-grad, Divorced, United-States
28, Assoc-voc, Married-civ-spouse, United-States
24, Some-college, Married-civ-spouse,
30, Masters, Married-civ-spouse, China
30, Some-college, Married-civ-spouse, United-States
40, Assoc-acdm, Divorced, United-States
27, Some-college, Never-married, United-States
26, HS-grad, Never-married, United-States
32, HS-grad, Never-married, United-States
36, Bachelors, Never-married, United-States
26, 12th, Never-married, United-States
25, Some-college, Never-married, United-States
39, Some-college, Divorced, Poland
27, Assoc-voc, Married-civ-spouse, United-States
24, HS-grad, Married-civ-spouse, United-States
38, Bachelors, Married-civ-spouse, United-States
35, HS-grad, Married-civ-spouse, United-States
29, Assoc-voc, Never-married, United-States
49, HS-grad, Divorced, United-States
36, 9th, Married-civ-spouse, United-States
47, Doctorate, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
35, Bachelors, Never-married, Philippines
38, 1st-4th, Married-civ-spouse, Mexico
66, Some-college, Married-civ-spouse, United-States
45, Masters, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
18, HS-grad, Never-married, United-States
37, Prof-school, Married-civ-spouse, United-States
49, Bachelors, Never-married, United-States
33, Assoc-voc, Married-civ-spouse, United-States
27, Some-college, Married-civ-spouse, United-States
34, Some-college, Divorced, United-States
54, Masters, Married-spouse-absent, China
24, Some-college, Never-married, United-States
44, Prof-school, Married-civ-spouse, United-States
48, Bachelors, Separated, United-States
23, HS-grad, Never-married, United-States
29, HS-grad, Never-married, United-States
21, Assoc-acdm, Never-married, United-States
18, 12th, Never-married, United-States
18, 9th, Never-married, United-States
29, HS-grad, Divorced, United-States
29, HS-grad, Never-married, United-States
41, HS-grad, Separated, United-States
32, HS-grad, Never-married, United-States
61, 10th, Divorced, United-States
79, HS-grad, Married-spouse-absent, United-States
34, Assoc-acdm, Divorced, United-States
46, Bachelors, Married-civ-spouse, United-States
50, Assoc-voc, Married-civ-spouse, United-States
29, HS-grad, Married-civ-spouse, United-States
23, Some-college, Never-married, United-States
64, Some-college, Never-married, United-States
70, Masters, Never-married, United-States
28, Assoc-acdm, Never-married, United-States
51, Assoc-voc, Married-civ-spouse, Greece
20, Some-college, Never-married, United-States
34, Bachelors, Divorced, United-States
29, HS-grad, Never-married, United-States
49, Bachelors, Married-spouse-absent, Philippines
77, Some-college, Married-civ-spouse, United-States
32, HS-grad, Never-married, United-States
27, Bachelors, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
35, HS-grad, Married-civ-spouse, Cuba
42, Bachelors, Married-civ-spouse, United-States
35, HS-grad, Divorced, United-States
62, HS-grad, Married-civ-spouse, United-States
33, HS-grad, Married-civ-spouse, United-States
45, Some-college, Widowed, United-States
19, Some-college, Married-spouse-absent, United-States
38, HS-grad, Divorced, United-States
26, HS-grad, Married-civ-spouse, United-States
29, Bachelors, Never-married, United-States
33, Bachelors, Married-civ-spouse, United-States
35, HS-grad, Divorced, Puerto-Rico
42, Some-college, Married-civ-spouse, United-States
20, Assoc-voc, Never-married, United-States
43, Masters, Married-civ-spouse, United-States
69, 11th, Married-civ-spouse, United-States
39, HS-grad, Never-married, United-States
37, HS-grad, Married-civ-spouse, Portugal
28, Some-college, Married-civ-spouse, United-States
26, Bachelors, Never-married, United-States
32, Some-college, Divorced, United-States
43, Bachelors, Divorced, United-States
49, HS-grad, Married-civ-spouse, Hungary
28, 7th-8th, Separated, Mexico
35, HS-grad, Married-civ-spouse, United-States
19, Some-college, Never-married, United-States
35, HS-grad, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
45, 9th, Married-civ-spouse, United-States
23, HS-grad, Never-married, United-States
45, HS-grad, Married-civ-spouse, United-States
42, HS-grad, Married-civ-spouse, United-States
35, Bachelors, Married-civ-spouse, Vietnam
45, Bachelors, Married-civ-spouse, United-States
28, Bachelors, Never-married, United-States
64, Assoc-voc, Married-civ-spouse, United-States
44, Prof-school, Separated, United-States
59, HS-grad, Married-civ-spouse, United-States
41, HS-grad, Never-married, United-States
21, Some-college, Never-married, United-States
29, Assoc-voc, Never-married, United-States
51, HS-grad, Never-married, United-States
22, HS-grad, Never-married, United-States
49, HS-grad, Divorced, United-States
53, Assoc-acdm, Married-civ-spouse, United-States
38, Some-college, Divorced, United-States
23, Some-college, Separated, United-States
20, HS-grad, Never-married, Mexico
40, Bachelors, Divorced, United-States
25, Bachelors, Never-married, United-States
27, Some-college, Divorced, United-States
20, HS-grad, Never-married, United-States
37, HS-grad, Married-civ-spouse, United-States
40, HS-grad, Never-married, United-States
28, Bachelors, Married-civ-spouse, United-States
38, HS-grad, Separated, United-States
42, Bachelors, Divorced, United-States
32, Assoc-acdm, Divorced, United-States
20, HS-grad, Married-civ-spouse, United-States
62, Bachelors, Married-civ-spouse, United-States
31, Some-college, Never-married, United-States
31, HS-grad, Married-civ-spouse, United-States
24, HS-grad, Never-married, United-States
62, 7th-8th, Widowed, United-States
43, Some-college, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
30, HS-grad, Divorced, United-States
22, HS-grad, Never-married, United-States
18, 10th, Never-married, United-States
59, Masters, Divorced, United-States
24, 7th-8th, Married-civ-spouse, United-States
49, HS-grad, Married-civ-spouse, United-States
19, 11th, Never-married, United-States
48, HS-grad, Married-civ-spouse, United-States
32, Prof-school, Married-civ-spouse, United-States
33, 10th, Never-married, United-States
23, Bachelors, Never-married, United-States
33, Prof-school, Never-married, United-States
50, Some-college, Married-civ-spouse, United-States
30, Bachelors, Married-civ-spouse, United-States
32, Assoc-acdm, Married-civ-spouse, United-States
39, Some-college, Married-civ-spouse, United-States
21, Some-college, Never-married, United-States
23, Bachelors, Never-married, United-States
32, Bachelors, Never-married, United-States
57, HS-grad, Married-civ-spouse, United-States
22, Some-college, Never-married, United-States
70, HS-grad, Widowed, United-States
34, Some-college, Married-civ-spouse, United-States
53, Masters, Divorced, United-States
21, Some-college, Never-married, United-States
37, HS-grad, Divorced, United-States
60, HS-grad, Married-civ-spouse, United-States
23, 11th, Never-married, Vietnam
32, 10th, Married-civ-spouse, United-States
57, HS-grad, Married-civ-spouse, United-States
65, HS-grad, Married-civ-spouse, United-States
25, Some-college, Never-married, United-States
30, HS-grad, Married-civ-spouse, United-States
31, HS-grad, Divorced, Germany
19, Some-college, Never-married, United-States
23, Bachelors, Married-civ-spouse, United-States
44, HS-grad, Married-civ-spouse, United-States
43, Some-college, Married-civ-spouse, United-States
42, Some-college, Never-married, United-States
34, 11th, Married-civ-spouse, United-States
32, HS-grad, Married-civ-spouse, United-States
25, Assoc-voc, Never-married, United-States
21, Some-college, Never-married, United-States
31, HS-grad, Married-spouse-absent, Jamaica
36, Assoc-voc, Never-married, United-States
49, Some-college, Married-civ-spouse, Poland
44, Bachelors, Divorced, United-States
42, Assoc-voc, Married-civ-spouse, United-States
30, HS-grad, Never-married, United-States
33, 10th, Married-civ-spouse, United-States
36, Bachelors, Divorced, United-States
17, 10th, Never-married, United-States
20, Some-college, Never-married, United-States
32, HS-grad, Never-married, United-States
33, HS-grad, Married-civ-spouse, United-States
